#METABOLOMICS WORKBENCH araskind_20170619_181205 DATATRACK_ID:1045 STUDY_ID:ST000741 ANALYSIS_ID:AN001156 PROJECT_ID:PR000535
VERSION             	1
CREATED_ON             	July 3, 2017, 1:46 pm
#PROJECT
PR:PROJECT_TITLE                 	Metabolite-phenotype link in X-linked Adrenoleukodystrophy
PR:PROJECT_TYPE                  	MS analysis
PR:PROJECT_SUMMARY               	Untargeted metabolomics of control, AMN and ALD patient-derived fibroblasts
PR:INSTITUTE                     	Henry Ford Health System
PR:DEPARTMENT                    	Neurology
PR:LABORATORY                    	Singh Lab
PR:LAST_NAME                     	Singh
PR:FIRST_NAME                    	Jaspreet
PR:ADDRESS                       	Detroit, MI
PR:EMAIL                         	jsingh2@hfhs.org
PR:PHONE                         	313-916-7725
#STUDY
ST:STUDY_TITLE                   	Metabolite-phenotype link in X-linked Adrenoleukodystrophy (fibroblast cell
ST:STUDY_TITLE                   	culture)
ST:STUDY_TYPE                    	MS analysis
ST:STUDY_SUMMARY                 	Untargeted metabolomics of control, AMN and ALD patient-derived fibroblasts.
ST:STUDY_SUMMARY                 	Fibroblasts cultured in DMEM with 15%FBS and antibiotic (pen/strep) in 100mm
ST:STUDY_SUMMARY                 	petridishes (1million/dish). After 24h cultures supplemented with fresh media
ST:STUDY_SUMMARY                 	(DMEM+15%FBS+antibiotic) for 3hr
ST:INSTITUTE                     	University of Michigan
ST:DEPARTMENT                    	Biomedical Research Core Facilities
ST:LABORATORY                    	Metabolomics core
ST:LAST_NAME                     	Kachman
ST:FIRST_NAME                    	Maureen
ST:ADDRESS                       	6300 Brehm Tower, 1000 Wall Street, Ann Arbor, MI 48105-5714
ST:EMAIL                         	mkachman@med.umich.edu
ST:PHONE                         	(734) 232-8175
ST:NUM_GROUPS                    	4
ST:TOTAL_SUBJECTS                	2
#SUBJECT
SU:SUBJECT_TYPE                  	Human
SU:SUBJECT_SPECIES               	Homo sapiens
SU:TAXONOMY_ID                   	9606
#SUBJECT_SAMPLE_FACTORS:         	SUBJECT(optional)[tab]SAMPLE[tab]FACTORS(NAME:VALUE pairs separated by |)[tab]Additional sample data
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016570	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016571	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016572	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016573	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016574	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016575	subject type:Healthy control	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016576	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016577	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016578	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016579	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016580	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016581	subject type:Mild disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016582	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016583	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016584	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016585	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016586	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU0005145	S00016587	subject type:Severe disease	
SUBJECT_SAMPLE_FACTORS           	SU9999996	S00017166	subject type:POOLED	
#COLLECTION
CO:COLLECTION_SUMMARY             	-
#TREATMENT
TR:TREATMENT_SUMMARY              	-
#SAMPLEPREP
SP:SAMPLEPREP_SUMMARY             	-
SP:SAMPLEPREP_PROTOCOL_FILENAME   	A003 - Untargeted Metabolomics.pdf
#CHROMATOGRAPHY
CH:CHROMATOGRAPHY_TYPE           	Reversed phase
CH:INSTRUMENT_NAME               	Agilent
CH:COLUMN_NAME                   	Waters Acquity HSS T3 (50 x 2.1mm, 1.8um)
#ANALYSIS
AN:ANALYSIS_TYPE                 	MS
AN:ANALYSIS_PROTOCOL_FILE        	A003 - Untargeted Metabolomics.pdf
#MS
MS:MS_COMMENTS                   	-
MS:INSTRUMENT_NAME               	Agilent 6530 QTOF
MS:INSTRUMENT_TYPE               	QTOF
MS:MS_TYPE                       	ESI
MS:ION_MODE                      	POSITIVE
#MS_METABOLITE_DATA
MS_METABOLITE_DATA:UNITS         	peak area
MS_METABOLITE_DATA_START
Samples	S00016570	S00016571	S00016572	S00016573	S00016574	S00016575	S00016576	S00016577	S00016578	S00016579	S00016580	S00016581	S00016582	S00016583	S00016584	S00016585	S00016586	S00016587
INOSINE (CAS# 58-63-9); (M+H)+	268.0827	1.833		6021
INOSINE (CAS# 58-63-9); (M+NA)+	268.0819	1.798		6021
ISOLEUCINE (CAS# 73-32-5); (M+H)+	131.095	1.611		6306
ISOLEUCINE (CAS# 73-32-5); (M+NA)+	131.0937	1.598		6306
JASMONIC ACID [ISTD] (CAS# 77026-92-7); (M+H)+	210.1253	13.238		5281166
JASMONIC ACID [ISTD] (CAS# 77026-92-7); (M+NA)+	210.1261	13.238		5281166
KYNURENINE (CAS# 343-65-7); (M+H)+	208.0851	2.237		161166
KYNURENINE (CAS# 343-65-7); (M+NA)+	208.0858	2.227		161166
L-ALLOTHREONINE (CAS# 28954-12-3); (M+H)+	119.0587	0.703		99289
L-ALLOTHREONINE (CAS# 28954-12-3); (M+H)+[-H2O]	119.0586	0.69		99289
L-ARGININE (CAS# 74-79-3); (M+NA)+	174.1105	0.615		6322
L-ARGININE-(GUANIDINEIMINO-15N2) [ISTD] (CAS# ); (M+H)+	176.1063	0.645		16217579
L-CARNITINE (CAS# 541-15-1); (M+H)+	161.105	0.667		10917
L-HISTIDINE (CAS# 71-00-1); (M+H)+	155.068	0.706		6274
L-HISTIDINE (CAS# 71-00-1); (M+NA)+	155.0703	0.62		6274
L-ORNITHINE (CAS# 70-26-8); (M+H)+	132.0891	0.559		6262
L-TRYPTOPHAN-15N2 [ISTD] (CAS# ); (M+H)+	206.0849	3.676		16217285
L-[15N]ANTHRANILIC ACID [ISTD] (CAS# ); (M+H)+	138.046	5.427		227
LACTOSE (CAS# 63-42-3); (M+K)+	342.1185	0.716		440995
LACTOSE (CAS# 63-42-3); (M+NA)+	342.1186	0.714		440995
LANOSTEROL (CAS# 79-63-0); (M+NA)+	426.3886	23.55		246983
LAUROYLCARNITINE (CAS# 25518-54-1); (M+H)+	343.2712	18.018		168381
LAUROYLCARNITINE (CAS# 25518-54-1); (M+NA)+	343.2691	17.961		168381
LEUCINE (CAS# 328-39-2); (M+H)+	131.095	1.629		6106
LEUCINE (CAS# 328-39-2); (M+NA)+	131.0947	1.63		6106
LEUKOTRIENE B4 (CAS# 71160-24-2); (M+H)+	336.2275	20.73		5280492
LEUKOTRIENE B4 (CAS# 71160-24-2); (M+H)+[-H2O]	336.2297	20.773		5280492
LEUKOTRIENE B4 (CAS# 71160-24-2); (M+NA)+	336.2292	20.535		5280492
LINOLEATE (CAS# 60-33-3); (M+NA)+	280.2398	18.63		5280450
LITHOCHOLIC ACID (CAS# 434-13-9); (M+NA)+	376.2982	22.337		9903
LOPERAMIDE (CAS# 34552-83-5); (M+H)+	476.2257	15.295		3955
LUMICHROME (CAS# 1086-80-2); (M+H)+	242.0827	11.006		5326566
LUMICHROME (CAS# 1086-80-2); (M+NA)+	242.0814	11.016		5326566
LYSINE (CAS# 56-87-1); (M+H)+	146.106	0.558		5962
LYSINE (CAS# 56-87-1); (M+NA)+	146.1058	0.572		5962
M-HYDROXYMANDELIC ACID (CAS# 17119-15-2); (M+NA)+[-H2O]	168.0427	1.901		86957
MALATE (CAS# 636-61-3); (M+NA)+	134.0214	0.83		222656
MALEAMATE (CAS# 557-24-4); (M+H)+	115.0263	0.718		5280451
MALTOSE (CAS# 69-79-4); (M+NA)+	342.1186	0.714		439186
MANNOSE-6-PHOSPHATE (CAS# 3672-15-9); (M+NA)+	260.0296	0.651		439198
MELIBIOSE (CAS# 585-99-9); (M+K)+	342.1185	0.716		440658
MELIBIOSE (CAS# 585-99-9); (M+NA)+	342.1186	0.714		440658
MENAQUINONE (CAS# 11032-49-8); (M+H)+	444.3018	24.403		5280374
METHIONINE (CAS# 63-68-3); (M+H)+	149.0514	1.015		6137
METHYL BETA-D-GALACTOSIDE (CAS# 1824-94-8); (M+NA)+	194.0793	0.888		94214
METHYL JASMONATE (CAS# 1211-29-6); (M+NA)+	224.1408	16.054		5281929
MEVALONIC ACID (CAS# 674-26-0); (M+NA)+	148.0744	1.708		439230
MEVALONIC ACID (CAS# 674-26-0); (M+NA)+[-H2O]	148.0733	1.365		439230
MONO-METHYL GLUTARATE (CAS# 1501-27-5); (M+NA)+	146.0588	3.583		73917
MYO-INOSITOL (CAS# 87-89-8); (M+NA)+	180.0638	0.672		892
N(PAI)-METHYL-L-HISTIDINE (CAS# 332-80-9); (M+H)+	169.0841	0.67		64969
N-ACETYL-D-GLUCOSAMINE (CAS# 7512-17-6); (M+H)+	221.0918	0.718		446101
N-ACETYL-D-MANNOSAMINE (CAS# 3615-17-6); (M+H)+	221.0918	0.718		53477792
N-ACETYL-DL-METHIONINE (CAS# 1115-47-5); (M+H)+	191.0601	4.111		448580
N-ACETYL-DL-METHIONINE (CAS# 1115-47-5); (M+NA)+	191.062	4.11		448580
N-ACETYL-DL-SERINE (CAS# 97-14-3); (M+H)+	147.0543	0.86		65249
N-ACETYL-DL-SERINE (CAS# 97-14-3); (M+H)+[-H2O]	147.0535	0.758		65249
N-ACETYL-DL-SERINE (CAS# 97-14-3); (M+NA)+	147.0525	0.675		65249
N-ACETYL-L-ALANINE (CAS# 97-69-8); (M+NA)+	131.0581	1.448		88064
N-ACETYL-L-LEUCINE (CAS# 1188-21-2); (M+NA)+	173.1068	7.154		75619
N-ACETYL-L-PHENYLALANINE (CAS# 2018-61-3); (M+H)+	207.088	7.812		74839
N-ACETYL-L-PHENYLALANINE (CAS# 2018-61-3); (M+NA)+	207.0904	7.785		74839
N-ACETYLGALACTOSAMINE (CAS# 1811-31-0); (M+H)+	221.0914	0.718		35717
N-ACETYLNEURAMINATE (CAS# 131-48-6); (M+H)+	309.1082	0.716		439197
N-ACETYLNEURAMINATE (CAS# 131-48-6); (M+NA)+	309.1062	0.698		439197
N-ALPHA-ACETYL-L-LYSINE (CAS# 1946-82-3); (M+H)+	188.1147	0.87		92907
N-CYCLOHEXYLFORMAMIDE (CAS# 766-93-8); (M+H)+	127.0991	8.007		13017
N-CYCLOHEXYLFORMAMIDE (CAS# 766-93-8); (M+NA)+	127.0988	8		13017
N-METHYL-D-ASPARTIC ACID (CAS# 6384-92-5); (M+H)+	147.054	0.7		4376
N-METHYL-D-ASPARTIC ACID (CAS# 6384-92-5); (M+NA)+	147.0525	0.675		4376
N-METHYL-L-GLUTAMATE (CAS# 6753-62-4); (M+H)+[-H2O]	161.069	2.025		439377
N-METHYLNICOTINATE (CAS# 535-83-1); (M+H)+	137.0465	0.507		5570
N-OLEOYLGLYCINE (CAS# 2601-90-3); (M+H)+	339.2744	22.834		6436908
NAD (CAS# 53-84-9); (M+2H)+2	663.111	1.052		5893
NAD (CAS# 53-84-9); (M+H)+	663.1093	1.037		5893
NAD (CAS# 53-84-9); (M+NA)+	663.1081	1.022		5893
NICOTINAMIDE (CAS# 98-92-0); (M+H)+	122.0481	1.107		936
NICOTINAMIDE MONONUCLEOTIDE (CAS# 1094-61-7); (M+H)+	334.0535	0.718		14180
NICOTINATE (CAS# 59-67-6); (M+H)+	123.0329	1.068		938
NONANOATE (CAS# 112-05-0); (M+NA)+	158.1296	13.385		8158
NORADRENALINE (CAS# 51-41-2); (M+H)+	169.0742	0.754		951
NORADRENALINE (CAS# 51-41-2); (M+H)+[-H2O]	169.0723	0.789		951
NORLEUCINE (CAS# 327-57-1); (M+H)+	131.0949	1.632		21236
NORMETANEPHRINE (CAS# 0); (M+H)+[-H2O]	183.0897	2.549		688100
NORVALINE (CAS# 6600-40-4); (M+H)+	117.0794	0.909		65098
NORVALINE (CAS# 6600-40-4); M+[-CO2H]	117.0798	0.909		65098
O-ACETYLCARNITINE (CAS# 461-77-8); (M+H)+	203.1162	0.967		18230
O-PHOSPHO-DL-SERINE (CAS# 17885-08-4); (2M+H)+	185.0106	0.623		106
O-PHOSPHO-DL-SERINE (CAS# 17885-08-4); (2M+NA)+	185.0107	0.697		106
O-PHOSPHO-DL-SERINE (CAS# 17885-08-4); (M+H)+	185.0098	0.697		106
O-PHOSPHOSERINE (CAS# 407-41-0); (M+H)+	185.0098	0.668		68841
O-SUCCINYL-L-HOMOSERINE (CAS# 1492-23-5); (M+H)+	219.0746	0.746		439406
OLEAMIDE (CAS# 301-02-0); (M+H)+	281.2691	22.679		5283387
OLEIC ACID (CAS# 112-80-1); (M+H)+	282.2544	22.664		445639
OLEIC ACID (CAS# 112-80-1); (M+NA)+	282.2558	22.513		445639
OMEPRAZOLE (CAS# 73590-58-6); (M+H)+	345.1164	11.147		4594
OPHTHALMIC ACID (CAS# 495-27-2); (M+H)+	289.1279	1.238		7018721
OXIDIZED GLUTATHIONE (CAS# 27025-41-8); (M+2H)+2	612.1549	1.378		65359
OXIDIZED GLUTATHIONE (CAS# 27025-41-8); (M+H)+	612.1526	1.374		65359
PALATINOSE (CAS# 343336-76-5); (M+NA)+	342.1186	0.714		439559
PALMITOYLCARNITINE (CAS# 2364-67-2); (M+H)+	399.3356	21.401		11953816
PALMITOYLCARNITINE (CAS# 2364-67-2); (M+NA)+	399.3346	21.403		11953816
PANTOTHENATE (CAS# 79-83-4); (M+H)+	219.1111	3.3		6613
PANTOTHENATE (CAS# 79-83-4); (M+NA)+	219.1113	3.302		6613
PARAXANTHINE (CAS# 611-59-6); (M+NA)+	180.0647	4.37		4687
PHENETHYLAMINE (CAS# 64-04-0); (M+H)+	121.088	2.947		1001
PHENYLALANINE (CAS# 63-91-2); (M+H)+	165.0791	2.549		6140
PHENYLALANINE (CAS# 63-91-2); (M+NA)+	165.0792	2.551		6140
PHOSPHOCREATINE (CAS# 67-07-2); (M+H)+	211.0365	0.696		9548602
PHTHALATE (CAS# 88-99-3); (M+NA)+	166.0272	4.863		1017
PHYLLOQUINONE (CAS# 84-80-0); (M+H)+	450.3495	26.311		4812
PICOLINIC ACID (CAS# 98-98-6); (M+H)+	123.0332	1.038		1018
PINITOL (CAS# 10284-63-6); (M+NA)+	194.0793	0.888		164619
PIPECOLATE (CAS# 535-75-1); (M+H)+	129.0787	0.558		849
PIPECOLATE (CAS# 535-75-1); (M+NA)+	129.0777	0.749		849
PORPHOBILINOGEN (CAS# 487-90-1); (M+NA)+	226.0972	2.084		1021
PROCOLLAGEN 5-HYDROXY-L-LYSINE (CAS# 1190-94-9); (M+H)+	162.1001	0.559		83228
PROCOLLAGEN 5-HYDROXY-L-LYSINE (CAS# 1190-94-9); (M+NA)+	162.1	0.538		83228
PROGESTERONE (CAS# 57-83-0); (M+H)+	314.2275	19.896		5994
PROLINE (CAS# 147-85-3); (M+H)+	115.0635	0.71		145742
PROLINE (CAS# 147-85-3); (M+NA)+	115.0644	0.866		145742
PROSTAGLANDIN E2 (CAS# 363-24-6); (M+NA)+	352.2244	16.808		5280360
PTERIN (CAS# 2236-60-4); (M+H)+	163.0503	1.726		73000
PURINE (CAS# 120-73-0); (M+H)+	120.0425	1.122		1044
PYRIDOXAL (CAS# 66-72-8); (M+H)+	167.0588	1.09		1050
PYRIDOXAL (CAS# 66-72-8); (M+H)+[-H2O]	167.0598	2.059		1050
PYRIDOXAL PHOSPHATE (CAS# 853645-22-4); (M+H)+	247.0264	1.333		1051
PYRIDOXINE (CAS# 65-23-6); (M+H)+	169.0741	1.168		1054
QUINATE (CAS# 77-95-2); (M+NA)+	192.0641	0.779		6508
QUINOLIN-2-OL (CAS# 59-31-4); (M+NA)+	145.0539	7.76		6038
RAC-GLYCEROL 1-MYRISTATE (CAS# 75685-84-6); (M+NA)+	302.246	22.183		79050
RAFFINOSE (CAS# 512-69-6); (M+K)+	504.1689	0.712		439242
RAFFINOSE (CAS# 512-69-6); (M+NA)+	504.1714	0.716		439242
RIBOFLAVIN (CAS# 83-88-5); (M+H)+	376.139	7.689		493570
RIBOFLAVIN (CAS# 83-88-5); (M+NA)+	376.14	7.689		493570
S-ADENOSYL-L-HOMOCYSTEINE (CAS# 979-92-0); (M+H)+	384.1241	1.552		439155
S-ADENOSYLMETHIONINE (CAS# 29908-03-0); (M+H)+	398.1371	0.668		34755
SALICYLAMIDE (CAS# 65-45-2); (M+H)+	137.0481	5.173		5147
SARCOSINE (CAS# 107-97-1); (M+H)+	89.0481	0.696		1088
SEBACIC ACID (CAS# 111-20-6); (M+NA)+	202.1224	13.032		5192
SELENOCYSTAMINE (CAS# 2697-61-2); (M+H)+	247.9343	0.548		115119
SERINE (CAS# 56-45-1); (M+H)+	105.042	1.019		617
SHIKIMATE (CAS# 138-59-0); (M+NA)+	174.0538	0.6		8742
SN-GLYCERO-3-PHOSPHOCHOLINE (CAS# 28319-77-9); (M+H)+	257.1032	0.714		439285
SPERMIDINE (CAS# 124-20-9); (M+H)+	145.1577	0.564		1102
SPERMINE (CAS# 71-44-3); (M+H)+	202.2146	0.582		1103
SPHINGANINE (CAS# 764-22-7); (M+H)+	301.2959	20.58		644260
SPHINGOSINE (CAS# 123-78-4); (M+H)+	299.2826	20.486		5280335
SPHINGOSINE (CAS# 123-78-4); (M+H)+[-H2O]	299.2809	20.485		5280335
SPHINGOSINE (CAS# 123-78-4); (M+NA)+	299.2814	20.485		5280335
SQUALENE (CAS# 111-02-4); (M+K)+	410.3936	24.373		5280370
STACHYOSE (CAS# 54261-98-2); (M+K)+	666.2213	0.716		439531
STACHYOSE (CAS# 54261-98-2); (M+NA)+	666.2228	0.72		439531
SUBERIC ACID (CAS# 505-48-6); (M+NA)+	174.0909	8.329		10457
SUCROSE (CAS# 57-50-1); (M+NA)+	342.1186	0.714		5988
SULFADIMETHOXINE (CAS# 122-11-2); (M+NA)+	310.076	9.444		5323
TAURINE (CAS# 107-35-7); (M+H)+	125.0155	0.809		1123
TAURINE (CAS# 107-35-7); (M+K)+	125.0156	0.623		1123
TAURINE (CAS# 107-35-7); (M+NA)+	125.0147	0.637		1123
TAUROLITHOCHOLATE (CAS# 516-90-5); (M+H)+	483.3065	21.948		439763
TAUROLITHOCHOLATE (CAS# 516-90-5); (M+H)+[-H2O]	483.3017	22.02		439763
THEOBROMINE (CAS# 83-67-0); (M+NA)+	180.0643	3.513		5429
THEOPHYLLINE (CAS# 58-55-9); (M+NA)+	180.0647	4.325		2153
THIAMIN (CAS# 59-43-8); M+	265.1131	0.667		1130
THIAMIN (CAS# 59-43-8); M+[-C6H9NOS]	265.1122	0.671		1130
THREONINE (CAS# 72-19-5); (M+H)+[-H2O]	119.0586	0.831		6288
THYROTROPIN RELEASING HORMONE (CAS# 24305-27-9); (M+NA)+	362.1672	1.837		638678
TRANS-4-HYDROXYPROLINE (CAS# 51-35-4); (M+H)+	131.0581	0.647		5810
TRICARBALLYLIC ACID (CAS# 99-14-9); (M+H)+[-H2O]	176.0309	1.145		14925
TRYPTAMINE (CAS# 61-54-1); (M+H)+	160.0992	3.879		1150
TRYPTOPHAN (CAS# 73-22-3); (M+H)+	204.088	3.675		6305
TRYPTOPHAN (CAS# 73-22-3); (M+NA)+	204.0893	3.674		6305
TRYPTOPHANAMIDE (CAS# 20696-57-5); (M+H)+	203.1071	2.715		439356
TYROSINE (CAS# 60-18-4); (M+H)+	181.0738	1.35		6057
UDP-N-ACETYL-D-GALACTOSAMINE (CAS# ); (M+H)+[-H2O]	607.084	0.999		23724461
UDP-N-ACETYL-D-GALACTOSAMINE (CAS# ); (M+NA)+	607.0815	0.754		23724461
URACIL 5-CARBOXYLATE (CAS# 23945-44-0); (M+H)+	156.0157	1.305		6971263
URATE (CAS# 69-93-2); (M+H)+	168.0287	1.038		1175
URIDINE (CAS# 58-96-8); (M+H)+	244.0689	1.369		6029
URIDINE (CAS# 58-96-8); (M+NA)+	244.0699	1.377		6029
URIDINE-5-MONOPHOSPHATE (CAS# 58-97-9); (M+H)+	324.0381	0.906		6030
UROCANATE (CAS# 104-98-3); (M+H)+	138.0425	1.119		736715
URSODIOL (CAS# 128-13-2); (M+NA)+	392.2939	21.718		31401
VALINE (CAS# 72-18-4); (M+H)+	117.0794	0.909		6287
VALINE (CAS# 72-18-4); (M+NA)+	117.0784	0.894		6287
XANTHINE (CAS# 69-89-6); (M+H)+	152.0339	1.234		1188
XANTHOSINE (CAS# 146-80-5); (M+H)+	284.0772	2.323		64959
XANTHOSINE 5'-PHOSPHATE (CAS# 523-98-8); (2M+H)+	364.0387	0.96		73323
XANTHOSINE 5'-PHOSPHATE (CAS# 523-98-8); (M+H)+	364.0388	1.222		73323
XANTHURENIC ACID (CAS# 59-00-7); (M+H)+	205.0377	4.682		5699
XYLOSE (CAS# 58-86-6); (2M+NA)+[-H2O]	150.0526	2.004		135191
ZEATIN [ISTD] (CAS# 13114-27-7); (M+H)+	219.1123	3.96		449093
METABOLITES_END
#END
